Date,Verb,C1,Infinitive,C2,Present tense,C3,Past tense,C4,Past participle,Percent
10/01/2021 14:44:47,believe,,å trø,,tror,,trodde,,har trodd,75.0
10/01/2021 14:44:59,to print,,å trikke,,trykker,,treykker,,har trykkt,25.0
10/01/2021 14:45:16,to joke ,,å tule,,tuller,,tullet,,har tullt,50.0
10/01/2021 14:45:35,"wake, awaken",,å vake,,våkner,,våknet,,har våknet,75.0
10/01/2021 14:46:03,wash,,å vaske,,vasker,,vasker,,har vasket,75.0
10/01/2021 14:46:15,"wait, expect",,å vente,,venter,,ventet,,har ventet,100.0
10/01/2021 14:46:27,show,,å vidse,,viser,,viste,,har vist,75.0
11/01/2021 18:26:06,open,,å åpne,,åpner,,åpnet,,har åpnet,100.0
11/01/2021 18:26:31,work,,å arbeide,,arbeider,,arbeidet,,har arbeidet,100.0
11/01/2021 18:28:06,to bake,,å bake,,baker,,bakte,,har bak,75.0
11/01/2021 18:38:35,open,,å åpne,,åpner,,åpnet,,har åpent,75.0
11/01/2021 18:39:46,work,,å arbeider,,arbeider,,arbeidet,,har arbeidet,75.0
11/01/2021 18:40:06,to bake,,å bake,,baker,,bakte,,har bakt,100.0
11/01/2021 18:40:17,begin,,å begynne,,begynner,,gegynnte,,har begynnt,50.0
11/01/2021 18:40:43,pay,,å betale,,betaler,,batalte,,har betalt,75.0
11/01/2021 18:41:04,"mean, signify",,å bety,,betyr,,betydde,,har betydd,100.0
11/01/2021 18:41:25,to move,,å bevegelse,,beveger,,bevegte,,har beveget,50.0
11/01/2021 18:41:49,"live, reside",,å bo,,bor,,bodde,,har bodd,100.0
11/01/2021 18:41:58,use,,å bruke,,bruker,,brukte,,har brujt,75.0
11/01/2021 18:42:08,to cover,,å dekke,,dekker,,dekket,,har dekket,100.0
11/01/2021 18:42:26,die,,å dø,,dør,,dodde,,har dødd,75.0
11/01/2021 18:42:41,shower,,å dusje,,dusjer,,dusje,,har dusjet,75.0
11/01/2021 18:43:08,"be, feel",,å føle,,føler seg,,følte seg,,har følte seg,50.0
11/01/2021 18:43:31,explain,,å beklare,,forkarer,,forklarte,,har forklart,50.0
11/01/2021 18:43:51,marry,,å gifte,,gifter,,giftet,,har giftet,100.0
11/01/2021 18:44:06,to hide,,å gjemme,,gjemmer,,gjemte,,har gjemt,100.0
11/01/2021 18:44:28,look forward,,å glede seg,,gleder seg,,gledte seg,,har gledet seg,75.0
11/01/2021 18:44:51,forget,,å glemme,,glemmer,,glemmte,,har glemt,75.0
11/01/2021 18:45:11,"fetch, bring",,å g,,henter,,hentet,,har hentet,75.0
11/01/2021 18:45:32,be called/named,,å heter,,heter,,hetet,,har hett,50.0
11/01/2021 18:45:48,greet,,å hilse,,hilser,,hilste,,har hilst,100.0
11/01/2021 18:46:05,jump,,å hoppe,,hopper,,hoppet,,har hoppet,100.0
11/01/2021 18:46:19,hear,,å høre,,hører,,hørte,,har hørt,100.0
11/01/2021 18:46:42,cough,,å heste,,hoster,,hostet,,har hostet,75.0
11/01/2021 18:46:56,remember,,å glemme,,husker,,husket,,har husket,75.0
11/01/2021 18:47:09,cast,,å tr,,kaster,,kastet,,har kastet,75.0
11/01/2021 18:47:24,"know (person, place)",,å kjenne,,kjennner,,kjente,,har kjent,75.0
11/01/2021 18:47:45,purchase,,å kjøpe,,kjøper,,kjøpte,,har kjøpt,100.0
11/01/2021 18:47:58,cook,,å koke,,koker,,kokte,,har kokt,100.0
11/01/2021 18:48:13,"cost, sweep",,å koste,,koster,,kostet,,har kostet,100.0
11/01/2021 18:48:40,"make, create",,å lage,,lager,,laget,,har laget,100.0
11/01/2021 18:48:56,play,,å leke,,leker,,lekte,,har lekt,100.0
11/01/2021 18:49:05,"live, be alive",,å lo,,lever,,levde,,har levd,75.0
11/01/2021 18:49:21,like,,å like,,liker,,likte,,har likt,100.0
11/01/2021 18:49:32,listen,,å lytter,,lytter,,lyttet,,har lyttet,75.0
11/01/2021 18:49:50,to fix,,å fixe,,ordner,,ordnet,,har ordnet,75.0
11/01/2021 18:50:09,fit,,å passere,,passer,,passet,,har passet,75.0
11/01/2021 18:50:25,"try, attempt",,å prøve,,prøver,,prøvde,,har prøvd,100.0
11/01/2021 18:50:41,"clean, polish",,å p,,pusser,,pusset,,har pusset,75.0
11/01/2021 18:51:09,to breathe,,å puste,,puster,,pustet,,har pustet,100.0
11/01/2021 18:51:25,ring,,å ringe,,ringer,,ringet,,har ringt,75.0
11/01/2021 18:51:42,"call, shout",,å rope,,roper,,ropte,,har ropt,100.0
11/01/2021 18:51:53,tidy,,å ridde,,rydder,,ryddet,,har ryddet,75.0
11/01/2021 18:52:08,to realx,,å slape,,slapper,,slappet,,har slappet,75.0
11/01/2021 18:52:25,send,,å sende,,sender,,sendte,,har semdt,75.0
11/01/2021 18:52:40,cut,,å skjære,,skjærer,,skjærte,,har skjær,50.0
11/01/2021 18:53:10,understand,,å skjenne,,skjæ,,skjønnte,,har skjønt,25.0
11/01/2021 18:53:43,to scare,,å redd,,skremmer,,skremte,,har skremt,75.0
11/01/2021 18:54:09,"end, close",,å slutt,,slutter,,sluttet,,har sluttet,75.0
11/01/2021 18:54:24,smile,,å smile,,smiler,,smilte,,har smilt,100.0
11/01/2021 18:54:33,snow,,å snø,,snør,,snødde,,har snødd,100.0
11/01/2021 18:54:58,play,,å leke,,spiller,,spillte,,har spilt,50.0
11/01/2021 18:55:12,eat,,å spise,,spiser,,spiste,,har spist,100.0
11/01/2021 18:55:22,"roast, fry, bake",,å steke,,steker,,stekte,,har stekt,100.0
11/01/2021 18:55:34,"vote, agree",,å d,,stemmer,,stemte,,har stemt,75.0
11/01/2021 18:55:54,study,,å studefe,,studerte,,studerte,,har studert,50.0
11/01/2021 18:56:19,"answer, reply",,å svare,,svarer,,svarte,,har svart,100.0
11/01/2021 18:56:34,"think, intend",,å tenke,,tenker,,tenkte,,har tenkt,100.0
11/01/2021 18:56:45,need,,å trenge,,trenger,,trengte,,har trengt,100.0
11/01/2021 18:57:00,believe,,å tro,,tror,,trodde,,har trodd,100.0
11/01/2021 18:57:11,to print,,å trykke,,trykker,,trykket,,har trykket,100.0
11/01/2021 18:57:28,to joke ,,å tule,,tuller,,tullet,,har tullet,75.0
11/01/2021 18:57:47,"wake, awaken",,å vake,,våkner,,våknet,,har våkne,50.0
11/01/2021 18:58:04,wash,,å vaske,,vasker,,vasket,,har vasket,100.0
11/01/2021 18:58:17,"wait, expect",,å vente,,venter,,ventet,,har ventet,100.0
11/01/2021 18:58:29,show,,å vise,,viser,,viste,,har vist,100.0
12/01/2021 19:06:01,obey,,d,,d,,d,,d,0.0
12/01/2021 19:06:09,recommend,,recommende,,d,,f,,f,0.0
12/01/2021 19:28:27,begin,,å begyne,,begynner,,begynte,,har begynt,75.0
12/01/2021 19:29:00,"mean, signify",,å bety,,betyr,,betydde,,har betydd,100.0
12/01/2021 19:29:22,to move,,å bevege,,beveger,,beveget,,har beveget,100.0
12/01/2021 19:29:48,die,,å dø,,dør,,dødde,,har dødd,100.0
12/01/2021 19:30:11,"be, feel",,å føle seg,,føler seg,,følte seg,,har følt seg,100.0
12/01/2021 19:30:44,explain,,å forklare,,forklarer,,forklarte,,har forklart,100.0
12/01/2021 19:31:07,to hide,,å gjemme,,gjemmer,,gjemte,,har gjemt,100.0
12/01/2021 19:31:46,"fetch, bring",,å f,,henter,,hentet,,har hentet,75.0
12/01/2021 19:32:04,be called/named,,å hete,,heter,,hetet,,har hett,75.0
12/01/2021 19:32:22,cough,,å hoste,,hoster,,hoset,,har hostet,75.0
12/01/2021 19:32:45,remember,,å glemme,,husker,,husket,,har husket,75.0
12/01/2021 19:32:59,cast,,å trykk,,kaster,,kastet,,har kastet,75.0
12/01/2021 19:33:27,"know (person, place)",,å kjenne,,kjenner,,kjente,,har kjent,100.0
12/01/2021 19:33:42,"cost, sweep",,å kote,,koster,,kostet,,har kostet,75.0
12/01/2021 19:33:55,listen,,å lytte,,lytter,,lyttet,,har lyttet,100.0
12/01/2021 19:34:16,to fix,,å f,,ordne,,ordnet,,har ordnet,50.0
12/01/2021 19:34:49,fit,,å passer,,passer,,passet,,har passet,75.0
12/01/2021 19:35:08,"clean, polish",,å ridde3,,pusser,,pusset,,har pusset,75.0
12/01/2021 19:35:27,tidy,,å ridde,,rydder,,ryddet,,har ryddet,75.0
12/01/2021 19:35:41,to realx,,å slappe,,slapper,,slappet,,har slappet,100.0
12/01/2021 19:36:00,send,,å sende,,sender,,sendte,,har sendt,100.0
12/01/2021 19:36:27,cut,,å skjære,,skjærer,,skjarte,,har skjærte,50.0
12/01/2021 19:36:52,understand,,å forstå,,skjønner,,skjønte,,har skjønt,75.0
12/01/2021 19:37:21,to scare,,å skrike,,slremmer,,skremte,,har skremt,50.0
12/01/2021 19:37:41,"vote, agree",,å stemme,,stemmer,,stemte,,har stemt,100.0
12/01/2021 19:38:49,to joke ,,å tulle,,tuller,,tullet,,har tullet,100.0
12/01/2021 19:39:02,"wake, awaken",,å våke,,våkner,,våknet,,har våknet,75.0
13/01/2021 16:51:56,begin,,å begynne,,begynner,,begynte,,har begynt,100.0
13/01/2021 16:52:43,pay,,å betale,,betaler,,betalte,,har betalt,100.0
13/01/2021 16:53:39,"mean, signify",,å bety,,betyr,,betydde,,har betyd,75.0
13/01/2021 16:54:06,use,,å bruke,,bruker,,brukte,,har brukt,100.0
13/01/2021 16:54:23,die,,å dø,,dør,,dødde,,har dødd,100.0
13/01/2021 16:54:41,shower,,å dusje,,dusjer,,dusjet,,har dusjet,100.0
13/01/2021 16:54:59,to hide,,å gjemme,,gjemmer,,har gjemte,,har gjemmte,50.0
13/01/2021 16:55:26,look forward,,å glese seg,,gleder seg,,gledet seg,,har gledet seg,75.0
13/01/2021 16:55:56,forget,,å huske,,glemmer,,glemte,,har glemt,75.0
13/01/2021 16:56:12,"fetch, bring",,å,,henter,,hentet,,har hentet,75.0
13/01/2021 16:56:37,be called/named,,å hete,,heter,,hetet,,har hetet,50.0
13/01/2021 16:56:56,cough,,å hoste,,hoster,,hostet,,har hostet,100.0
13/01/2021 16:57:14,remember,,å huske,,husker,,husket,,har husket,100.0
13/01/2021 16:57:30,cast,,å kaste,,kaster,,kastet,,har kastet,100.0
13/01/2021 16:57:49,"cost, sweep",,å koste,,koster,,kostet,,har kostet,100.0
13/01/2021 16:58:04,"live, be alive",,å d,,lever,,levde,,har levd,75.0
13/01/2021 17:01:12,to fix,,å ordne,,ordner,,ordnet,,har ordnet,100.0
13/01/2021 17:01:32,fit,,,,,,,,,0.0
13/01/2021 17:01:36,"clean, polish",,å rydde,,pusser,,pusset,,har pusset,75.0
13/01/2021 17:02:15,ring,,å ringe,,ringer,,ringte,,har ringt,100.0
13/01/2021 17:02:35,tidy,,å rydde,,rydder,,ryddet,,har ryddet,100.0
13/01/2021 17:02:48,cut,,å skjære,,skjærer,,skjarte,,har skar,50.0
13/01/2021 17:03:20,understand,,å s,,skjønne,,skjønte,,har skjønt,50.0
13/01/2021 17:04:00,to scare,,å skremme,,skremmer,,skremte,,har skremt,100.0
13/01/2021 17:04:24,"end, close",,å slutt,,slutter,,sluttet,,har sluttet,75.0
13/01/2021 17:04:40,study,,å studere,,studerer,,studerte,,har studert,100.0
13/01/2021 17:05:08,"wake, awaken",,å våke,,våkne,,å,,d,0.0
13/01/2021 17:24:12,"mean, signify",,å bety,,betyr,,betydde,,har betydd,100.0
14/01/2021 11:55:51,to hide,,å gjenne,,gjemmer,,gjemte,,har gjemt,75.0
14/01/2021 11:56:28,look forward,,å glede seg,,gleder seg,,gledet seg,,har gledet seg,100.0
14/01/2021 11:56:52,forget,,å glemme,,glemmer,,glemte,,har glemt,100.0
14/01/2021 11:57:09,"fetch, bring",,å g,,henter,,hentet,,har hentet,75.0
14/01/2021 11:57:25,be called/named,,å heter,,heter,,hettet,,har hett,50.0
14/01/2021 11:57:47,"cost, sweep",,å koste,,koster,,kostet,,har kostet,100.0
14/01/2021 11:58:16,"live, be alive",,å bo,,lever,,levde,,har levd,75.0
14/01/2021 11:58:27,fit,,å passe,,passer,,passet,,har passet,100.0
14/01/2021 11:58:42,"clean, polish",,å puste,,pusser,,pusset,,har pusset,75.0
14/01/2021 11:58:58,cut,,å skjære,,skjærer,,skjar,,har skjare,50.0
14/01/2021 11:59:18,understand,,å skjønne,,skjønte,,skjønte,,har skjønt,75.0
14/01/2021 12:00:05,"end, close",,å slutte,,slutter,,sluttet,,har sluttet,100.0
14/01/2021 12:00:21,"wake, awaken",,å våkne,,våknet,,våknet,,har våknet,75.0
14/01/2021 12:10:03,to hide,,å gjemme,,gjemmer,,gjemte,,har gjemt,100.0
14/01/2021 12:10:38,"fetch, bring",,å hente,,henter,,hentet,,har hentet,100.0
14/01/2021 12:11:03,be called/named,,å hete,,heter,,hette,,har hett,100.0
14/01/2021 12:14:08,"live, be alive",,å leve,,lever,,levde,,har levd,100.0
14/01/2021 12:14:18,"clean, polish",,å pusse,,pusser,,pusset,,har pusset,100.0
14/01/2021 12:14:35,cut,,å skjære,,skjærer,,skar,,har skåret,100.0
14/01/2021 12:15:19,understand,,å skjønne,,skjønner,,skjønte,,har skjønt,100.0
14/01/2021 12:16:02,"wake, awaken",,å våkne,,våkner,,våknet,,har våknet,100.0
14/01/2021 13:31:08,employ,,å ansette,,ansetter,,ansatt,,har ansatt,75.0
14/01/2021 13:31:28,interrupt,,å avbryte,,avbryter,,avbrytt,,har avbrøt,50.0
14/01/2021 13:32:08,"bear, carry",,å av,,bærer,,bærte,,har bar,25.0
14/01/2021 13:32:23,ask,,å spørre,,ber,,bett,,har bet,25.0
14/01/2021 13:32:42,be,,å bli,,er,,blidd,,har bled,25.0
14/01/2021 13:33:02,"violate, break",,å brake,,bryter,,brøtt,,brutt,25.0
14/01/2021 13:33:32,should,,å ska,,burder,,bødde,,har burd,0.0
14/01/2021 13:34:06,go/travel,,å go,,drar,,drakt,,har bdrakt,25.0
14/01/2021 13:34:25,drink,,å drikke,,drikker,,drukt,,har drukt,50.0
14/01/2021 13:34:40,"operate, run",,å run,,driver,,drivte,,har drivt,25.0
14/01/2021 13:34:59,get/receive,,å g,,,,fadde,,har fik,0.0
14/01/2021 13:35:13,find,,å finne,,finner,,finnte,,har finnet,50.0
14/01/2021 13:35:33,prefer,,å d,,foretrekker,,foretrakk,,har foretrakk,50.0
14/01/2021 13:36:04,disappear,,å d,,forsvinner,,forsvinte,,har forsvant,25.0
14/01/2021 13:36:30,"tell, explain",,å forklare,,forteller,,fortold,,har fortalte,25.0
14/01/2021 13:36:54,continue,,å for,,fortsette,,forsatte,,har forsatt,0.0
14/01/2021 13:37:53,"go, walk",,å go,,går,,gikk,,har gjor,50.0
14/01/2021 13:38:10,give,,å ga,,gir,,gikk,,har gav,25.0
14/01/2021 13:38:26,repeat,,å for,,gjenter,,gjenter,,har gjentak,0.0
14/01/2021 13:38:49,do,,å gjøre,,gjører,,gjørte,,har gjørt,25.0
14/01/2021 13:39:13,have,,å ha,,har,,hadde,,har hadd,75.0
14/01/2021 13:39:27,help,,å hjelpe,,hjelper,,hjalpt,,har hjalp,50.0
14/01/2021 13:39:51,come,,å kome,,kommer,,komte,,har kom,25.0
14/01/2021 13:40:02,can/be able to,,å e,,kun,,kun,,har kunn,0.0
14/01/2021 13:40:19,laugh,,å le,,ler,,lier,,har latt,50.0
14/01/2021 13:40:29,lay/put,,å ligge,,legger,,legtë,,har latt,25.0
14/01/2021 13:40:48,lie,,å sw,,ligger,,ligte,,har ligt,25.0
14/01/2021 13:41:08,must/have to ,,å må,,må,,måtte,,har mått,50.0
14/01/2021 13:41:28,enjoy,,å glede,,nyter,,nytte,,har nytter,25.0
14/01/2021 13:41:50,exaggerate,,d,,overdriver,,overdrøve,,overdrev,25.0
14/01/2021 13:42:10,reach,,åd,,rekker,,rekte,,har rakt,50.0
14/01/2021 13:42:27,ride,,å ridde,,rir,,ridede,,har red,25.0
14/01/2021 13:42:38,see,,å se,,ser,,sa,,har sa,50.0
14/01/2021 13:42:49,sell,,å selge,,selger,,har solgt,,har solgt,75.0
14/01/2021 13:43:04,set/put/place,,å,,setter,,sett,,har satt,50.0
14/01/2021 13:43:22,"say, tell",,å ser,,sir,,sitte,,har sa,0.0
14/01/2021 13:43:39,sit,,å sitte,,sitter,,har satte,,har satt,50.0
14/01/2021 13:43:52,write,,å skrive,,skriver,,skrivte,,har skrev,50.0
14/01/2021 13:44:06,"should, shall",,å skal,,skal,,skulle,,har skal,50.0
14/01/2021 13:44:23,"hit, strike",,å s,,slår,,slatt,,har slotte,25.0
14/01/2021 13:44:37,drop,,å d,,slipper,,slipte,,har slappet,25.0
14/01/2021 13:45:48,sneak,,s,,snikee,,snikte,,har snek,0.0
14/01/2021 13:46:00,sleep,,å søve,,sover,,sovte,,har sov,25.0
14/01/2021 13:46:10,ask,,å spørre,,spørrer,,spurte,,har sport,50.0
14/01/2021 13:46:33,"stand, stand up",,å s,,står,,studde,,har studdet,25.0
14/01/2021 13:46:50,steal,,å s,,stjeler,,stjelle,,har stjalt,25.0
14/01/2021 13:47:06,stroke,,å s,,stryker,,strikk,,har strikket,25.0
14/01/2021 13:47:24,take,,å ta,,tar,,tukk,,har tukk,50.0
14/01/2021 13:47:36,count,,å telle,,teller,,tellte,,har taltet,50.0
14/01/2021 13:47:50,meet/hit,,å d,,treffer,,frette,,har traff,25.0
14/01/2021 13:48:07,pull,,å p,,trekker,,trete,,har trakk,25.0
14/01/2021 13:48:20,"be, exist",,å være,,var,,var,,har blir,50.0
14/01/2021 13:48:33,"want to, will",,å ville,,vil,,vill,,har vilt,50.0
14/01/2021 13:48:50,know,,å visse,,viter,,vett,,har visst,25.0
14/01/2021 17:29:51,employ,,å ansette,,ansetter,,ansatte,,har ansatt,100.0
15/01/2021 10:53:24,interrupt,,å avbryte,,avbryter,,avbrutt,,har avbrutt,75.0
15/01/2021 10:54:02,"bear, carry",,å bære,,bar,,bar,,har bar,50.0
15/01/2021 10:54:16,ask,,å be,,ber,,ber,,har bett,50.0
15/01/2021 10:55:02,be,,å bli,,blir,,bli,,har blett,50.0
15/01/2021 10:55:18,"violate, break",,å bryte,,bryter,,brøt,,har brutt,75.0
15/01/2021 10:56:00,should,,å burde,,burder,,burde,,har burd,50.0
15/01/2021 10:56:18,go/travel,,å dra,,drar,,drakk,,har drakk,50.0
15/01/2021 10:56:34,drink,,å drikke,,drikker,,druk,,har drakk,50.0
15/01/2021 10:56:54,"operate, run",,å drive,,driver,,drivte,,har drev,50.0
15/01/2021 10:57:11,get/receive,,å få,,får,,fatt,,har fitt,50.0
15/01/2021 10:57:23,find,,å finne,,dinner,,finte,,har fatt,25.0
15/01/2021 10:57:40,prefer,,å feretrekke,,foretrukk,,foretrukk,,har foretrakk,0.0
15/01/2021 10:58:16,disappear,,å forsvinne,,forsvinner,,forsvinnet,,har forsvunt,50.0
15/01/2021 10:58:40,"tell, explain",,å fotelle,,forteller,,har fortell,,har fortalt,50.0
15/01/2021 10:59:15,continue,,å fortsette,,fortsetter,,forsatt,,har forsattet,50.0
15/01/2021 10:59:50,"go, walk",,å gå,,går,,gikk,,har gått,100.0
15/01/2021 11:00:32,give,,å gi,,gir,,gav,,har gitt,100.0
15/01/2021 11:00:59,repeat,,å gjenta,,gjentaer,,gjentat,,har gjentakk,25.0
15/01/2021 11:01:39,do,,å gjøre,,gjorer,,har gjorte,,har gjord,25.0
15/01/2021 11:02:05,have,,å ha,,har,,hadde,,har hatt,100.0
15/01/2021 11:02:16,help,,å hjelpe,,hjelper,,hjelpte,,har hjelpt,50.0
15/01/2021 11:02:40,come,,å komme,,kommer,,kom,,har kom,75.0
15/01/2021 11:02:57,can/be able to,,å kunne,,kunne,,kunne,,har kunn,50.0
15/01/2021 11:03:14,laugh,,å le,,ler,,lier,,har lier,50.0
15/01/2021 11:03:27,lay/put,,å legge,,legger,,legte,,har latt,50.0
15/01/2021 11:03:41,lie,,å ligge,,ligger,,ligte,,har ligt,50.0
15/01/2021 11:04:07,must/have to ,,å måtte,,må,,måtte,,har mått,75.0
15/01/2021 11:04:27,enjoy,,å nyte,,nyter,,har niste,,har nyttet,50.0
15/01/2021 11:04:47,exaggerate,,å overdrive,,å overdriver,,pverdrak,,har overdrevt,25.0
15/01/2021 11:05:17,reach,,å rekke,,rekker,,rekte,,har raktet,50.0
15/01/2021 11:05:36,ride,,å ri,,rir,,ror,,har redd,50.0
15/01/2021 11:05:51,see,,å se,,ser,,sier,,har sier,50.0
15/01/2021 11:06:02,sell,,å selge,,selger,,solgte,,har solgt,100.0
15/01/2021 11:06:17,set/put/place,,å sette,,setter,,sett,,har sattet,50.0
15/01/2021 11:07:05,"say, tell",,å si,,sir,,s,,har satt,25.0
15/01/2021 11:07:17,sit,,å sitte,,sitter,,søtter,,har sattet,50.0
15/01/2021 11:07:35,write,,å skrive,,skriver,,skrivte,,har skrevet,75.0
15/01/2021 11:07:50,"should, shall",,å skulle,,skal,,skulle,,har skal,75.0
15/01/2021 11:08:04,"hit, strike",,å slå,,slår,,slådd,,har slo,50.0
15/01/2021 11:08:18,drop,,å slippe,,slipper,,slipte,,har slappet,50.0
15/01/2021 11:08:33,sneak,,å snike,,sniker,,snikte,,har snek,50.0
15/01/2021 11:08:45,sleep,,å sove,,sover,,sovte,,har sovet,75.0
15/01/2021 11:08:58,ask,,å spørre,,spørrer,,har spørt,,har spurtet,25.0
15/01/2021 11:09:21,"stand, stand up",,å stå,,står,,sted,,har stodd,50.0
15/01/2021 11:09:46,steal,,å stjele,,stjeler,,stjelte,,har stjal,50.0
15/01/2021 11:10:03,stroke,,å stryke,,stryker,,strykte,,har strøk,50.0
15/01/2021 11:10:21,take,,å ta,,tar,,takk,,har takk,50.0
15/01/2021 11:10:32,count,,å telle,,teller,,telte,,har talt,75.0
15/01/2021 11:10:45,meet/hit,,å treffe,,treffer,,treffte,,har freff,50.0
15/01/2021 11:11:08,pull,,å trekke,,trekker,,trekkte,,har trakk,50.0
15/01/2021 11:11:26,"be, exist",,å være,,være,,var,,har vært,75.0
15/01/2021 11:11:45,"want to, will",,å ville,,vil,,d,,har vill,50.0
15/01/2021 11:11:58,know,,å vite,,viter,,vet,,har visst,50.0
16/01/2021 10:10:53,interrupt,,å avbryte,,avbryt,,avbrøtt,,har avbrøtet,25.0
16/01/2021 10:11:30,"bear, carry",,,,bar,,bar,,har bart,25.0
16/01/2021 10:11:46,ask,,å be,,ber,,bir,,har bar,50.0
16/01/2021 10:12:03,be,,å bli,,blir,,bli,,har ble,50.0
16/01/2021 10:12:18,"violate, break",,å bryte,,bryter,,brøt,,har brutt,75.0
16/01/2021 10:12:52,should,,å burde,,burder,,bur,,har burdet,50.0
16/01/2021 10:13:08,go/travel,,å dra,,drar,,drakk,,har drakket,50.0
16/01/2021 10:13:26,drink,,å drikke,,drikker,,drukk,,har drakket,50.0
16/01/2021 10:13:45,"operate, run",,å drive,,driver,,drø,,har drevet,75.0
16/01/2021 10:14:03,get/receive,,å få,,får,,fikk,,har fikk,75.0
16/01/2021 10:14:24,find,,å finne,,finner,,finte,,har fantet,50.0
16/01/2021 10:14:36,prefer,,å foretrekke,,foretrekker,,foretrakk,,har foretrukk,75.0
16/01/2021 10:15:17,disappear,,å forsvinne,,forsvinner,,forsvunnet,,har forsvunnet,75.0
16/01/2021 10:15:45,"tell, explain",,å fortelle,,forteller,,fortall,,har fortalt,75.0
16/01/2021 10:16:20,continue,,å fortsette,,forsetter,,fortsatt,,har fortsatt,50.0
16/01/2021 10:16:50,repeat,,å gjenta,,gjantet,,gjenter,,har gjentakk,25.0
16/01/2021 10:17:19,do,,å gjøre,,gjører,,gjørt,,har gjørd,25.0
16/01/2021 10:17:45,help,,å hjelpe,,hjelper,,hjalp,,har hjalpet,75.0
16/01/2021 10:18:07,come,,å komme,,kommer,,kom,,har kommet,100.0
16/01/2021 10:18:20,can/be able to,,å kunne,,kan,,kunne,,har kunnet,100.0
16/01/2021 10:19:09,laugh,,å le,,ler,,lo,,har lo,75.0
16/01/2021 10:20:13,lay/put,,å legge,,legger,,lagg,,har lagget,50.0
16/01/2021 10:20:27,lie,,å ligge,,ligger,,ligte,,har lått,50.0
16/01/2021 10:21:30,must/have to ,,å måtte,,må,,måtte,,har må,75.0
16/01/2021 10:21:55,enjoy,,å nyte,,nyter,,nitte,,har nøttet,50.0
16/01/2021 10:23:00,exaggerate,,å overdrive,,overdriver,,overdrakk,,har overdrevt,50.0
16/01/2021 10:23:25,reach,,å rekke,,rekker,,rekte,,har rakt,75.0
16/01/2021 10:24:41,ride,,å ri,,rir,,rode,,har red,50.0
16/01/2021 10:24:51,see,,å se,,ser,,sir,,har sir,50.0
16/01/2021 10:25:00,set/put/place,,å sette,,setter,,satt,,har sattet,50.0
16/01/2021 10:25:32,"say, tell",,å si,,sir,,sir,,har satt,25.0
16/01/2021 10:25:43,sit,,å sitte,,sitter,,sar,,har sattet,50.0
16/01/2021 10:25:55,write,,å skrive,,skriver,,skrevt,,har skrevt,50.0
16/01/2021 10:26:08,"should, shall",,å skulle,,skal,,skulle,,har skullet,100.0
16/01/2021 10:26:23,"hit, strike",,å slå,,slår,,sladd,,har slodd,50.0
16/01/2021 10:26:36,drop,,å slippe,,slipper,,slipt,,har slappet,50.0
16/01/2021 10:26:51,sneak,,å snike,,sniker,,snakte,,har snektet,50.0
16/01/2021 10:27:02,sleep,,å sove,,sover,,sovte,,har sovte,50.0
16/01/2021 10:27:18,ask,,å sporre,,spørrte,,har spørte,,har spurtet,0.0
16/01/2021 10:27:42,"stand, stand up",,å slå,,slår,,stadd,,har stoder,0.0
16/01/2021 10:28:17,steal,,å stjele,,stjeler,,stjele,,har stjalet,50.0
16/01/2021 10:28:54,stroke,,å stryke,,stryker,,strykte,,har strøkk,50.0
16/01/2021 10:29:24,take,,å ta,,tar,,tukk,,har tukk,50.0
16/01/2021 10:29:37,count,,å telle,,teller,,telte,,har taltet,50.0
16/01/2021 10:29:49,meet/hit,,å treffe,,treffer,,trefte,,har traffet,50.0
16/01/2021 10:30:04,pull,,å trekke,,trekker,,trakk,,har trakket,75.0
16/01/2021 10:30:21,"be, exist",,å være,,var,,var,,har være,50.0
16/01/2021 10:30:36,"want to, will",,å ville,,vil,,ville,,har villet,100.0
16/01/2021 10:30:48,know,,å vite,,viter,,vett,,har visst,50.0
17/01/2021 11:34:31,open,,å åpne,,åpner,,åpnet,,har åpnet,100.0
17/01/2021 11:37:56,work,,å arbeide,,arbeider,,arbeidet,,har arbeidet,100.0
17/01/2021 11:39:36,interrupt,,å avbryte,,avbryter,,avbrøt,,har avbrøtt,75.0
17/01/2021 11:40:31,"bear, carry",,å bære,,bar,,bar,,har bar,50.0
17/01/2021 11:40:44,to bake,,å bake,,baker,,bakte,,har bakt,100.0
17/01/2021 11:40:54,ask,,å be,,ber,,bir,,har ba,50.0
17/01/2021 11:41:07,be,,å bli,,blir,,blød,,har bledd,50.0
17/01/2021 11:41:56,"live, reside",,å bo,,bor,,bodde,,har bodd,100.0
17/01/2021 11:42:07,"violate, break",,å bryte,,bryter,,britt,,har brittet,50.0
17/01/2021 11:42:25,should,,å burde,,burde,,burde,,har burdet,75.0
17/01/2021 11:42:42,to cover,,å dekke,,dekker,,dekket,,har dekket,100.0
17/01/2021 11:43:14,go/travel,,å dra,,drar,,drev,,har drott,50.0
17/01/2021 11:43:30,drink,,å drikke,,drikker,,drakk,,har drukt,75.0
17/01/2021 11:43:53,"operate, run",,å driver,,driv,,driv,,har drevet,25.0
17/01/2021 11:49:56,get/receive,,å få,,får,,fatt,,har fikket,50.0
17/01/2021 11:50:11,find,,å finne,,finner,,finde,,har fantet,50.0
17/01/2021 11:50:28,prefer,,å foretrekke,,foretrakk,,foretrakk,,har foretrakket,50.0
